timestamp,requests
0.5,0
1.5,1
2.5,2
3.5,3
4.5,4
5.5,5
6.5,6
7.5,7
8.5,8
9.5,9
10.5,10
11.5,11
12.5,12
13.5,13
14.5,14
15.5,15
16.5,16
17.5,17
18.5,18
19.5,19
20.5,20
21.5,21
22.5,22
23.5,23
24.5,24
25.5,25
26.5,26
27.5,27
28.5,28
29.5,29
30.5,30
31.5,31
32.5,32
33.5,33
34.5,34
35.5,35
36.5,36
37.5,37
38.5,38
39.5,39
40.5,40
41.5,41
42.5,42
43.5,43
44.5,44
45.5,45
46.5,46
47.5,47
48.5,48
49.5,49
50.5,50
51.5,51
52.5,52
53.5,53
54.5,54
55.5,55
56.5,56
57.5,57
58.5,58
59.5,59
60.5,60
61.5,61
62.5,62
63.5,63
64.5,64
65.5,65
66.5,66
67.5,67
68.5,68
69.5,69
70.5,70
71.5,71
72.5,72
73.5,73
74.5,74
75.5,75
76.5,76
77.5,77
78.5,78
79.5,79
80.5,80
81.5,81
82.5,82
83.5,83
84.5,84
85.5,85
86.5,86
87.5,87
88.5,88
89.5,89
90.5,90
91.5,90
92.5,91
93.5,92
94.5,93
95.5,94
96.5,95
97.5,96
98.5,97
99.5,98
100.5,99
101.5,100
102.5,101
103.5,102
104.5,103
105.5,104
106.5,105
107.5,106
108.5,107
109.5,108
110.5,109
111.5,110
112.5,111
113.5,112
114.5,113
115.5,114
116.5,115
117.5,116
118.5,117
119.5,118
120.5,119
121.5,120
122.5,121
123.5,122
124.5,123
125.5,124
126.5,125
127.5,126
128.5,127
129.5,128
130.5,129
131.5,130
132.5,131
133.5,132
134.5,133
135.5,134
136.5,135
137.5,136
138.5,137
139.5,138
140.5,139
141.5,140
142.5,141
143.5,142
144.5,143
145.5,144
146.5,145
147.5,146
148.5,147
149.5,148
150.5,149
151.5,150
152.5,151
153.5,152
154.5,153
155.5,154
156.5,155
157.5,156
158.5,157
159.5,158
160.5,159
161.5,160
162.5,161
163.5,162
164.5,163
165.5,164
166.5,165
167.5,166
168.5,167
169.5,168
170.5,169
171.5,170
172.5,171
173.5,172
174.5,173
175.5,174
176.5,175
177.5,176
178.5,177
179.5,180
180.5,180
