timestamp,requests
0.5,0
1.5,0
2.5,1
3.5,1
4.5,1
5.5,1
6.5,2
7.5,2
8.5,2
9.5,2
10.5,3
11.5,3
12.5,3
13.5,4
14.5,4
15.5,4
16.5,4
17.5,5
18.5,5
19.5,5
20.5,5
21.5,6
22.5,6
23.5,6
24.5,7
25.5,7
26.5,7
27.5,7
28.5,8
29.5,8
30.5,8
31.5,9
32.5,9
33.5,9
34.5,9
35.5,10
36.5,10
37.5,10
38.5,10
39.5,11
40.5,11
41.5,11
42.5,12
43.5,12
44.5,12
45.5,12
46.5,13
47.5,13
48.5,13
49.5,13
50.5,14
51.5,14
52.5,14
53.5,15
54.5,15
55.5,15
56.5,15
57.5,16
58.5,16
59.5,16
60.5,16
61.5,17
62.5,17
63.5,17
64.5,18
65.5,18
66.5,18
67.5,18
68.5,19
69.5,19
70.5,19
71.5,19
72.5,20
73.5,20
74.5,20
75.5,21
76.5,21
77.5,21
78.5,21
79.5,22
80.5,22
81.5,22
82.5,22
83.5,23
84.5,23
85.5,23
86.5,24
87.5,24
88.5,24
89.5,24
90.5,25
91.5,25
92.5,25
93.5,26
94.5,26
95.5,26
96.5,26
97.5,27
98.5,27
99.5,27
100.5,27
101.5,28
102.5,28
103.5,28
104.5,29
105.5,29
106.5,29
107.5,29
108.5,30
109.5,30
110.5,30
111.5,30
112.5,31
113.5,31
114.5,31
115.5,32
116.5,32
117.5,32
118.5,32
119.5,33
120.5,33
121.5,33
122.5,33
123.5,34
124.5,34
125.5,34
126.5,35
127.5,35
128.5,35
129.5,35
130.5,36
131.5,36
132.5,36
133.5,36
134.5,37
135.5,37
136.5,37
137.5,38
138.5,38
139.5,38
140.5,38
141.5,39
142.5,39
143.5,39
144.5,39
145.5,40
146.5,40
147.5,40
148.5,41
149.5,41
150.5,41
151.5,41
152.5,42
153.5,42
154.5,42
155.5,43
156.5,43
157.5,43
158.5,43
159.5,44
160.5,44
161.5,44
162.5,44
163.5,45
164.5,45
165.5,45
166.5,46
167.5,46
168.5,46
169.5,46
170.5,47
171.5,47
172.5,47
173.5,47
174.5,48
175.5,48
176.5,48
177.5,49
178.5,49
179.5,50
180.5,50
