timestamp,requests
0.5,0
1.5,0
2.5,1
3.5,1
4.5,1
5.5,2
6.5,2
7.5,2
8.5,3
9.5,3
10.5,3
11.5,4
12.5,4
13.5,4
14.5,5
15.5,5
16.5,5
17.5,6
18.5,6
19.5,6
20.5,7
21.5,7
22.5,7
23.5,8
24.5,8
25.5,8
26.5,9
27.5,9
28.5,9
29.5,10
30.5,10
31.5,10
32.5,11
33.5,11
34.5,11
35.5,12
36.5,12
37.5,12
38.5,13
39.5,13
40.5,13
41.5,14
42.5,14
43.5,14
44.5,15
45.5,15
46.5,15
47.5,15
48.5,16
49.5,16
50.5,16
51.5,17
52.5,17
53.5,17
54.5,18
55.5,18
56.5,18
57.5,19
58.5,19
59.5,19
60.5,20
61.5,20
62.5,20
63.5,21
64.5,21
65.5,21
66.5,22
67.5,22
68.5,22
69.5,23
70.5,23
71.5,23
72.5,24
73.5,24
74.5,24
75.5,25
76.5,25
77.5,25
78.5,26
79.5,26
80.5,26
81.5,27
82.5,27
83.5,27
84.5,28
85.5,28
86.5,28
87.5,29
88.5,29
89.5,29
90.5,30
91.5,30
92.5,30
93.5,31
94.5,31
95.5,31
96.5,32
97.5,32
98.5,32
99.5,33
100.5,33
101.5,33
102.5,34
103.5,34
104.5,34
105.5,35
106.5,35
107.5,35
108.5,36
109.5,36
110.5,36
111.5,37
112.5,37
113.5,37
114.5,38
115.5,38
116.5,38
117.5,39
118.5,39
119.5,39
120.5,40
121.5,40
122.5,40
123.5,41
124.5,41
125.5,41
126.5,42
127.5,42
128.5,42
129.5,43
130.5,43
131.5,43
132.5,44
133.5,44
134.5,44
135.5,45
136.5,45
137.5,45
138.5,45
139.5,46
140.5,46
141.5,46
142.5,47
143.5,47
144.5,47
145.5,48
146.5,48
147.5,48
148.5,49
149.5,49
150.5,49
151.5,50
152.5,50
153.5,50
154.5,51
155.5,51
156.5,51
157.5,52
158.5,52
159.5,52
160.5,53
161.5,53
162.5,53
163.5,54
164.5,54
165.5,54
166.5,55
167.5,55
168.5,55
169.5,56
170.5,56
171.5,56
172.5,57
173.5,57
174.5,57
175.5,58
176.5,58
177.5,58
178.5,59
179.5,60
180.5,60
